stop_I;lat;lon;name
240;-33.7569813579466;150.750464156862;Colonial Hotel Victoria St Near Lethbridge Av
241;-33.7569463296168;150.742424761923;Burton St Near Impala Av
256;-33.9846488873699;151.136068008315;Rocky Point Rd Near Ramsgate Rd
257;-33.9820813781778;151.136592372855;Rocky Point Rd Near Hastings Rd
258;-33.9794244688646;151.136560791964;Rocky Point Rd Near Weeney St
259;-33.9771295554156;151.13648189388;Rocky Point Rd Near Jubilee Av
260;-33.9788778374576;151.136739760269;Rocky Point Rd Near Production Av
261;-33.9812090947685;151.136809620054;Rocky Point Rd Near Clarkes Rd
262;-33.9835530790138;151.136501551997;Rocky Point Rd Near Dillion St
263;-33.9856671831792;151.136063340488;Rocky Point Rd Near Park Rd
264;-33.7638650841805;151.247271543587;Allambie Rd Opp Darmour Av
265;-33.7607502649881;151.245629012633;Allambie Rd Near Martin Luther Pl
266;-33.765943989966;151.252563159306;Allambie Rd Opp Inglebar Av
267;-33.7653528687211;151.24958889421;Allambie Rd Near Grigor Pl
268;-33.9755276494567;151.136425810147;Rocky Point Rd Near Fitzgerald Av
269;-33.9721281184588;151.136239278952;Rocky Point Rd Near Shaw St
270;-33.7595770980371;151.245161164822;Allambie Rd Opp Mortain Av
271;-33.7578358846422;151.244967309662;Allambie Rd Opp Sunlea Pl
274;-33.676869045626;151.306454081705;Barrenjoey Rd Near Park St
275;-33.6754242278384;151.303192233455;Pittwater Rd Near Park St
276;-33.671088451815;151.302221600944;Pittwater Rd Near Darley St West
277;-33.6871945488368;151.304372557103;Pittwater Rd After Coronation St
278;-33.6830068339558;151.303290510321;Pittwater Rd At Rowan St
279;-33.6807834959339;151.302716131013;Pittwater Rd Near Vineyard St
280;-33.668814141391;151.301300016185;Pittwater Rd Near Mona St
281;-33.6667530332867;151.301240333683;Pittwater Rd Near Cabbage Tree Rd
282;-34.0919228733115;150.807684360716;The Parkway - Opp.No.326
283;-33.8741401757229;150.618126737812;Red Spot Service Station Silverdale Rd
284;-33.8773064119229;150.617720287377;Silverdale Rd Near Nortons Basin Rd
285;-33.8651907249646;150.629156994624;Baynes Hill Silverdale Rd
286;-33.8666023375648;150.640560432726;Greendale Rd Opp Regal Oaks Retirement Village
287;-33.8778014707527;150.617741205588;Silverdale Rd Before Farnsworth Av
288;-33.8746555754967;150.618375410954;Red Spot Service Station Silverdale Rd
289;-33.8768208915567;150.642734429249;Greendale Rd Near Matingara Way
290;-33.8782294482177;150.64416658032;Matingara Way After Davenport Dr
291;-33.8694090719162;150.641036262631;Greendale Rd Near Roma Av
292;-33.8748757557169;150.642684089594;Hopewood Health Centre Greendale Rd
296;-33.8502582739366;151.183119945166;Grove St Opp Wharf Rd
298;-33.6646650797118;151.122484638591;Pacific Hwy Before Beryl Av
299;-33.6676167066054;151.119629961121;Pacific Hwy After Playfair Rd
300;-33.6734707052227;151.11241971947;Pacific Hwy After Amaroo Av
301;-33.6767682687128;151.112156652638;Pacific Hwy Before Yirra Rd
302;-33.8348953776557;151.233740393788;Avenue Rd Near Millett St
303;-33.6708430481361;151.115020874005;Pacific Hwy Opp Mt Colah Station
304;-33.6713068716727;151.114892130882;Mt Colah Station, Pacific Hwy
305;-33.8353448221524;151.15604760923;Woolwich Rd Near Foss St
306;-33.8355196339705;151.156207242591;Ferry St Near Ambrose St
307;-33.834813448719;151.153905655779;Alexandra St Near Ellesmere Av
308;-33.8347008737097;151.153770637985;Alexandra St Near Ernest St
309;-33.8383606912081;151.158256133232;Woolwich Rd Near Wybalena Rd
310;-33.8388129574467;151.160070439749;Woolwich Rd Near Jeanneret Av
311;-33.8376367158071;151.156482654636;Woolwich Rd Near Passy Av
312;-33.8382853411859;151.158619586114;Woolwich Rd Near Crescent St
313;-33.8345354555844;151.151462889859;Alexandra St Near Stanley Rd
314;-33.8344758411581;151.152161798846;Alexandra St Near D'Aram St
322;-33.9145146872573;150.599090683121;Silverdale Rd (Opp.All Saints Anglican Church)
323;-33.9147480866708;150.599122127453;Silverdale Rd (All Saints Anglican Church)
324;-33.9544330695179;150.57675298978;Silverdale Rd (Opp.Pineridge Rd)
325;-33.921800077159;150.593732642958;Silverdale Rd (Opp.Eltons Rd)
327;-33.9216292207981;150.594028157012;Silverdale Rd (Eltons Rd)
328;-33.9541766315999;150.576893653874;Silverdale Rd (Pineridge Cr)
329;-33.7757928646384;150.921427037969;Wall Park Av At Burnie St
330;-33.7749997457652;150.918315545509;Blacktown Rd Before Baronta St
331;-33.7743188583145;150.916773836319;Blacktown Rd Opp Blacktown Hospital
332;-33.9410140679156;151.103780684598;Caroline St Near St. Ursula College
333;-33.7746792182913;150.917060023653;Blacktown Hospital, Blacktown Rd
334;-33.7759592876596;150.921294354582;Wall Park Av Opp Burnie St
335;-33.7954595300571;150.923836010632;Blacktown Rd After Mitumba Rd
336;-33.9462208496201;151.108669021205;Staples St Near Alston St
337;-33.901167418877;151.270060234998;Tamarama Marine Dr Opp Thompson St
338;-33.7734016004962;150.907063867994;Newton Rd At Swinson Rd
339;-33.7729655572718;150.910583268673;Blacktown TAFE, Newton Rd
348;-34.0739161373476;150.822243674439;Colonial St - No.5
350;-34.0932989585405;150.823993319485;Greengate Av - No.30
351;-34.0710175230214;150.820120831764;Sturt St - Opp.No.22
361;-34.0667173084401;150.815834531905;Cordeaux St (C' Town R.S.l Club)
364;-33.8175529767876;150.931237334331;Driftway Dr Opp Pemulwuy Marketplace
366;-33.810729766637;150.927340793307;Clunies Ross St At Wombat St
367;-33.8176955665615;150.931287051633;Pemulwuy Marketplace, Driftway Dr
368;-33.8106885579981;150.927220162467;Clunies Ross St At Wombat St
371;-34.0906678099177;150.828033980857;Greengate Av - No.86
373;-33.8126312006008;150.969215779751;Our Lady Mt Carmel, Smith St
374;-33.8211481766967;150.918522073158;Reconciliation Rd After Bellevue Circuit
375;-34.0567974015828;151.031406689011;Genora Rd At Urana Rd
376;-34.0611944288457;151.016295890231;Caldarra Av After Anzac Av
377;-34.0577987286453;151.031096918907;Wheatley Rd Before Glenora Rd
378;-34.056702897334;151.035104618196;Wheatley Rd Opp Giles St
379;-34.064618832169;151.013805126284;Old Princes Hwy After Caldarra Av
380;-34.0578980446851;151.031090802462;Wheatley Rd After Glenora Rd
381;-33.7983509086796;151.244757664493;Ponsonby Pde Near Palmerston Pl
382;-33.7916332553841;151.206840265536;Eastern Valley Way Near Victoria Av
383;-33.7882979737124;151.204248939672;Eastern Valley Way At Walkway To Chowne Pl
384;-33.7891284754602;151.206577262299;Eastern Valley Way Near Victoria Av
385;-33.7877868308344;151.20206577621;Willis Park Main Entrance, Eastern Valley Way
386;-33.7877934462023;151.201871867453;Eastern Valley Way Opp Willis Park Main Entrance
387;-33.7887497909503;151.206321313103;Eastern Valley Way Near Victoria Av
388;-33.78811623744;151.204293995183;Willis Park, Eastern Valley Way
389;-33.7917110794463;151.209045474825;Greenfield Av Near Glenroy Av
390;-33.7912537948845;151.207134614816;Eastern Valley Way Near Greenfield Av
391;-34.0753594909737;150.809443508001;The Parkway (Opp.Lawn Av)
394;-33.8714380113708;151.160348300982;Balmain Rd Near Helena St
396;-33.8698916617864;151.162379403094;Balmain Rd Near Carrington St
398;-33.9178637264551;151.207824880302;Dalmeny Av Near Rippon Way
399;-33.9216407707642;151.200391500533;Dunning Av Near Gardeners Rd
400;-33.9217532783235;151.200526724132;Dunning Av Near Gardeners Rd
406;-33.7698055930486;150.787873472971;Sydney St Before Adelaide St
407;-33.7724732441986;150.78698748703;St Marys Cemetery Sydney St
408;-33.9123880162812;151.118616204748;Canterbury Rd Near Canterbury Station
409;-33.9117604074334;151.119061463738;Broughton St Near Canterbury Station
410;-33.7713301095617;150.793389952942;Adelaide St Near Woodland Av
411;-33.7719331750868;150.796632209985;Adelaide St
412;-33.7723860953713;150.799188051397;Adelaide St Near Melbourne St
413;-33.7707138732665;150.799060184068;Melbourne St Near Canberra St
414;-33.7693331874675;150.797952492812;Melbourne St Near Brisbane St
415;-33.7711975437484;150.791841037854;Adelaide St Near Perth St
416;-33.7705072785421;150.788206531249;Oxley Park Public School Adelaide St
417;-33.7686760764245;150.788266105074;Sydney St Near Canberra St
418;-33.9867799747838;150.883054982437;Atchison Rd Near Windsor St, Macquarie Fields
419;-33.9861906397252;150.89000540904;Glenquarie Shops Brooks St Near First Av
420;-33.8653553175468;151.167829231714;Darling St Near Denison St
421;-33.8646431896962;151.168637014291;Darling St Near Waterloo St
422;-33.9861861933081;150.89014583307;Glenquarie Shops Brooks St Near First Av
423;-33.9518824796133;151.032402065885;Padstow Station, Platform 1
424;-33.9519278167897;151.032393395459;Padstow Station, Platform 2
425;-33.9562942734307;151.030307366047;Faraday Rd At Doyle Rd
426;-33.9617041385074;151.031298227119;Alma Rd Before Harvey Av
427;-33.9515925338971;151.031901811797;Memorial Dr After Cahors Rd
428;-33.7940897839853;151.264823637876;Condamine St Near Sydney Rd
429;-33.7331192142026;151.221177390018;Forest Way Near Hews Pde
430;-33.7303638657322;151.221128496768;Forest Way Near Ralston Av
431;-33.7280249273696;151.220496188891;Forest Way Near Ralston Av
432;-33.7257765160131;151.219588008668;Forest Way
433;-33.7393749117384;151.217936227242;Wakehurst Public School Glen St
434;-33.7403712115969;151.220152785779;Bambara Oval Forest Way
435;-33.7391216759836;151.220069918344;Forest Way Near Glen St
436;-33.7351108193496;151.220638844443;Caltex Service Station Forest Way
437;-33.7235764417317;151.218056866066;Forest Way Near Morgan Rd
438;-33.7226192074937;151.217330669563;Forest Way Near Morgan Rd
439;-33.7172151213864;150.71522533635;Callisto Dr Near Gama Rd
440;-33.7184518173942;150.713661022404;Cranebrook Anglican Church Callisto Dr
441;-33.7194621296499;150.709735878704;Cranebrook Village Shopping Centre, Borrowdale Way
442;-33.7349464547814;150.715666888199;Andrews Rd Near The Northern Rd
443;-33.7206444110913;150.713572226308;Borrowdale Way After Sherringham Rd
444;-33.9176312336371;151.167567308491;Railway Rd Near Henry St
445;-33.924336037387;151.161409442477;Princes Hwy At Fanning St
446;-33.7158938537804;150.715707550798;Callisto Dr After Marrett Way
447;-33.7336231198239;150.712028713509;Greygums Rd Opp Bottlebrush Dr
448;-33.7313375926819;150.711013348721;Greygums Rd Near Scenic Cct
449;-33.6531601602056;151.045932756814;Galston Rd After Arcadia Rd
450;-33.9627659389111;151.231772259498;Bunnerong Rd Near Australia Av
451;-33.6527289422629;151.043143497181;Galston Rd Opp Glen St
452;-33.9658901676646;151.23131091465;Bunnerong Rd Near Moorina Av
453;-33.9688671500276;151.233815961582;Bunnerong Rd Near Military Rd
457;-33.9733318984001;151.236546505255;Bunnerong Rd Opp Botany Cemetery
464;-33.9558554052797;151.230467231472;Bunnerong Rd Near Beauchamp Rd
465;-33.9578065803992;151.231104584309;Bunnerong Rd Near Daunt Av
466;-33.9600930692888;151.231423419568;Bunnerong Rd Near Franklin St
467;-34.0754918308696;150.696086085097;Caroline Chisholm Dr - Opp.No.20 (Greenaway Av)
468;-33.6512631600315;151.035618995791;Mid Dural Rd Before Johnson Rd
469;-33.4685727990547;151.387327852658;Avoca Dr Near Gunya Rd
470;-33.4679860703559;151.384309849046;Avoca Dr Near Carrak Rd
471;-33.9249643412849;151.226969729893;Gardeners Rd Near Anzac Pde
472;-33.9245953668866;151.218564517223;Eastern Av Near Gardeners Rd
473;-33.9254463080064;151.222908144371;Gardeners Rd Near Doncaster Av
474;-33.9253316340589;151.224934383026;Gardeners Rd Near Bruce St
475;-33.9248988508607;151.218384960456;Gardeners Rd Near Eastern Av
476;-33.9251657253556;151.220321967182;Gardeners Rd Near Leonard Av
477;-33.9256359331208;151.22289590255;Gardeners Rd Near Astrolabe Rd
478;-33.9245271148546;151.215826734791;Gardeners Rd Near Maitland Av
479;-33.9222244699113;151.219128323775;Eastern Av Near Tressider Av
480;-33.9202882712455;151.219627115635;Eastern Av Near Goodrich Av
481;-33.8284192446114;151.085428243167;Gauthorpe St At Marquet St
482;-33.8816168392155;151.238276101027;Ocean St Near Albert St
483;-33.727610450039;150.65079793104;Strathdon Rd After Riverside Rd
484;-33.8789576716761;151.236221624247;Edgecliff Station, New South Head Rd, Stand N
485;-33.8700521730465;151.252003788916;New South Head Rd Near Wunulla Rd
486;-33.8713313838479;151.2509656307;New South Head Rd Near Wolseley Rd
487;-33.7360209123324;150.64737919184;Parkwood Gr Opp Emu Heights Public School
488;-33.7368227970738;150.646776737413;Parkwood Gr After Greenhaven Dr
489;-33.7347151998894;150.648866370323;Balaclava Rd After Trafalgar Rd
490;-33.7343870335373;150.647773789708;Parkwood Gr At Trafalgar Rd
491;-33.7314413480524;150.651079025515;Wedmore Rd Opp Alma Cr
492;-33.7352578564594;150.650324018273;Wedmore Rd After Balaclava Rd
493;-33.7287024603519;150.649528344112;Riverside Rd At Guy Pl
494;-33.729703628792;150.650110086784;Riverside Rd Opp Strathdon Rd
501;-33.554854794954;150.848629022276;Coburg Rd Near Turnbull Av
502;-33.5529271012137;150.847445586523;Coburg Rd Near Old Sackville Rd
503;-33.553313724978;150.839067548636;Old Sackville Rd Near Copeland Rd
504;-33.5534507167137;150.839009038529;Old Sackville Rd Before Copeland Rd
505;-33.5530793502291;150.84486921695;Old Sackville Rd Near Church Rd
506;-33.5534882406222;150.841572322455;Old Sackville Rd Near Beecroft Rd
507;-33.5626016741987;150.838585655451;Wilberforce Supermarket Wilberforce Rd
508;-33.5684599615008;150.83653079298;Windsor Riverside Van Park Wilberforce Rd
509;-33.5536565729249;150.841375284849;Old Sackville Rd Near Beecroft Rd
510;-33.5532696707398;150.844834608412;Old Sackville Rd Near Church Rd
512;-33.9312040993503;151.090197453793;Chapel St At Forsyth St
513;-33.9302411314327;151.089621683509;Chapel St Before Leslie St
514;-33.9352566237947;151.086197263147;Moorefields Rd At McCallum St
515;-33.9373023432219;151.080490035711;Rogers St After Moorefields Rd
516;-33.9354743867828;151.080726993898;Rogers St Opp Kerry Cr
517;-33.9281716071939;151.088452503657;Chapel St Opp Garden St
518;-33.9266170188079;151.08751339111;Chapel St At Phillip St
519;-33.894902178649;151.120410329653;Palace St Near Milton St
520;-33.8950179986816;151.120718441109;Palace St Near Milton St
521;-33.8950212624226;151.124921623668;Palace St Near Holden St
522;-33.8948573153776;151.12201806561;Palace St Opp Allibone St
523;-33.8957368235434;151.12749525509;Queen St Near Clissold St
524;-33.8975262801667;151.127333104504;Queen St Near Seaview St
525;-33.895119187551;151.122538507809;Palace St Near Allibone St
526;-33.8951616238215;151.124766322702;Palace St Near Holden St
529;-33.8919727283905;151.125282408483;Holden St Near Arthur St
530;-33.8935743132916;151.125348847948;Holden St Near Robert St
537;-33.6464246745728;150.735861376221;Londonderry Public School Trahlee Rd
538;-33.6541563429961;150.734094528258;Studley Rd Londonderry Rd Near Studley St
539;-33.640478322544;150.736703190415;RAAF Base Londonderry Rd
540;-33.6462224074224;150.73688704754;Muscharry Rd Near Trahlee Rd
541;-33.6892429702609;150.728034535688;Londonderry Rd Before The Northern Rd
542;-33.6824637379882;150.729002711465;Test Safe Londonderry Rd Near Nutt Rd
543;-33.6669552369896;150.732244791684;Whitegates Rd Londonderry Rd
544;-33.6786164087866;150.729871195852;Londonderry Rd After Thomas Rd
545;-33.7515301315793;151.028862146344;Ellerslie Dr Before Kristen Pl
546;-33.7515562466432;151.026684391103;Ellerslie Dr At Thrift Cl
547;-33.6783226549343;150.72975070117;Thomas Londonderry Rd Near Thomas Rd
548;-33.6671420761391;150.732026537248;Whitegates Londonderry Rd Near White Gates Rd
549;-33.7438299181615;151.03315026328;Coonara Av Before The Glade
550;-33.7445398905656;151.031554846402;Coonara Shopping Village, Coonara Av
551;-34.0282212501469;151.067583379306;Acacia Rd Shops Acacia Rd N
552;-33.7411768014414;151.03547423406;Coonara Av Opp 102
553;-33.8751487726701;151.123996069268;Croydon Rd Near Australia St
554;-33.8735803687909;151.125627213043;Croydon Rd Near West St
555;-33.8732694531166;151.125763454379;Croydon Rd At Parramatta Rd
556;-33.8751095786199;151.12382134628;Croydon Rd Near Bay St
557;-33.8758491961484;151.122722744778;Church St Near Croydon Rd
558;-33.8753304401746;151.119111426301;Church St Near Lang St
559;-33.876325479946;151.118187103257;Lang St Near Queen St
560;-33.8762793286527;151.115527506121;Queen St Near Acton St
576;-33.936304321451;151.100192413961;Kingsgrove Rd Opp Omnibus Rd
583;-33.7751892025961;151.017087862955;North Rocks Rd Near Hampden St
584;-33.7693757655617;151.026796218309;North Rocks Rd Opp Lawndale Av
585;-33.7706966688975;151.026081270777;North Rocks Rd After Pembury Av
586;-33.7680780115759;151.028181155057;North Rocks Rd Opp Westfield North Rocks
587;-33.7683552158056;151.029348584945;Westfield North Rocks, North Rocks Rd
588;-33.7751738442148;151.022805867374;North Rocks Rd At Statham Av
589;-33.7751261711638;151.019296875413;North Rocks Rd Near Stratford Rd
590;-33.7724408846281;151.024544537908;North Rocks Rd Before Watts St
591;-33.7736402929087;151.024514393785;North Rocks Rd After Watts St
592;-33.6543813239697;151.277180642499;McCarrs Creek Rd 150m S Of Walker Pl
593;-33.6563548190126;151.275349959176;McCarrs Creek Rd Near No 223
594;-33.6542859805774;151.280709612507;McCarrs Creek Rd Near No 167
595;-33.6532424042389;151.279106490478;McCarrs Creek Rd Near Walker Pl
596;-33.6542760027731;151.27710000828;McCarrs Creek Rd 150m S Of Walker Pl
597;-33.6531832176507;151.279254382377;McCarrs Creek Rd Near Walker Pl
598;-33.6591140922198;151.273202567712;McCarrs Creek Terminus
599;-33.6566264587095;151.275050978029;McCarrs Creek Rd Near No 180
600;-33.6540806464282;151.280914895887;McCarrs Creek Rd Near No 96
601;-33.6538899807409;151.281476428146;McCarrs Creek Rd Near No 92
602;-34.0369493120078;150.747192650589;Smeaton Grange Rd Before Camden Valley Way
603;-34.0369610424488;150.74739883477;Smeaton Grange Rd After Camden Valley Way
604;-34.0518913427941;150.731784254088;49 Lodges Rd - Opp.Camden Golf Club
605;-34.019342237295;150.754220578807;Oran Park Dr Before Forgestgrove Rd
607;-33.9452580002553;150.89298340482;Bligh Av Near Napier Av
608;-33.9469160485578;150.899805958352;Casula Mall Kurrajong Rd Near Tallowood Av
609;-33.9438787975841;150.889298481441;Bligh Av Near Grose Av
610;-33.9449869421889;150.891014038065;Bligh Av Near Napier Av
611;-33.9413188775758;150.88932243871;Shortland Av Near Wonga Rd
612;-33.9425721307113;150.889584946401;Bligh Av Near Shortland Av
613;-33.939349312461;150.890054412147;Hillview Pde Near Morison Dr
614;-33.9403916066071;150.889009916181;Wonga Rd Near Supply Av
615;-33.9396032449541;150.89512576593;Graham Av Near Newcombe Pl
616;-33.9398417950808;150.893568974179;Hillview Pde Near Hill Rd
627;-33.7250019240492;150.811482879778;Emerson St Near Sedgman Cr
628;-33.7266977645793;150.810846145214;Shalvey Public School Emerson St
629;-33.7266380976836;150.810735654616;Shalvey Public School Emerson St
630;-33.7251339060414;150.81129459645;Emerson St Near Hoad Pl
631;-33.7280533067855;150.810431600897;Emerson St Opp Stolle St
632;-33.7278873118031;150.81026247721;Emerson St At Stolle St
652;-33.7527925925587;151.289393604687;Howard Av 230m E Of Pittwater Rd
653;-33.7534632650156;151.294194422734;Howard Av Near Clyde Rd
654;-33.7531152121373;151.291771799201;Howard Av Near Avon Rd
655;-33.7558674983913;151.296558036299;The Strand Near Oaks Av
656;-33.7537266027172;151.296202965827;Howard St Near The Strand
657;-33.7600167184281;151.295902498955;Griffin Rd Near Tasman St
658;-33.7575253877026;151.296295736425;Griffin Rd Near Banksia St
659;-33.7626493552295;151.29507404134;Pitt Rd Near Griffin Rd
660;-33.7624499559473;151.295625000019;Griffin Rd Near Pitt Rd
668;-33.8538712212328;151.271501983851;Wentworth Rd Near Coolong Rd
